item_id|status_id|serial_number|warehouse_location_id|exp_dt|value
35568|1|12111|||0.51
35569|1|12111|||99.80
35570|1|12111|||71.64
35571|1|238136|||13.57
35572|1|512023284|||75.17
35573|1|13926|||25.90
35574|1|14159|||49.75
35575|1|14285|||76.53
35576|1|0682350|||45.30
35577|1|0683338|||32.40
35578|1|0682351|||66.56
35579|1|0682347|||14.12
35580|1|312253355|||2.84
35581|1|312253177|||84.08
35582|1|309365236|||17.67
35583|1|311266970|||25.46
35584|1|311266958|||59.13
35585|1|307110548|||92.49
35586|1|308186429|||91.31
35587|0|311184390||2018-08-20 15:07:42|66.08
35588|1|311468404|||40.62
35589|1|311266952|||6.20
35590|1|308084776|||96.87
35591|1|308196471|||52.74
35592|1|311256787|||8.15
35593|1|312242969|||89.62
35594|1|307070450|||61.14
35595|1|312253320|||53.92
35596|1|312253114|||44.18
35597|0|3918800167019||2018-08-20 15:07:42|40.88
35598|1|12285840|||48.70
35599|1|12285850|||28.89
35600|1|12285842|||76.92
35601|1|12275748|||24.07
35602|1|12285849|||88.30
35603|1|12373922|||3.27
35604|1|12373924|||35.54
35605|1|12275749|||16.37
35606|1|12373925|||11.82
35607|1|12373920|||93.99
35608|1|12275714|||55.74
35609|1|12285839|||95.27
35610|1|12285841|||37.34
35611|1|12275715|||21.47
35612|0|12363823||2018-08-20 15:07:42|79.60
35613|1|12373872|||16.44
35614|1|12275747|||53.13
35615|1|12285843|||71.96
35616|1|48499019|||19.00
35617|1|48499017|||57.55
35618|1|8499023|||84.05
35619|1|48499020|||97.93
35620|1|48499015|||76.74
35621|1|48499024|||28.46
35622|1|48499014|||47.13
35623|1|48499022|||69.44
35624|1|48499018|||44.45
35625|0|48499021||2018-08-20 15:07:42|73.14
35626|1|48499016|||27.84
35627|1|48499025|||14.23
35628|1|12813195|||21.44
35629|1|12809066|||13.77
35630|1|12813217|||33.84
35631|1|12809038|||9.63
35632|1|08711|||23.65
35633|1|61001006|||12.35
35634|1|67002005|||7.69
35635|1|00000072|||14.01
35636|1|08571|||76.85
35637|1|08710|||50.28
35638|1|08572|||5.26
35639|1|07467|||50.75
35640|1|07455|||13.23
35641|1|08573|||51.16
35642|1|08570|||71.53
35643|1|0105402|||82.59
35644|1|0105396|||15.44
35645|1|86135|||97.41
35646|1|86134|||70.26
35647|1|86138|||39.30
35648|1|2519|||77.36
35649|1|2520|||15.92
35650|1|41000126004|||49.28
35651|1|41000126005|||86.41
35652|1|12359526|||75.64
35653|1|12329464|||33.22
35654|1|12319372|||48.08
35655|1|12329456|||48.13
35656|1|12329463|||71.14
35657|1|12329465|||25.47
35658|1|18245007|||79.22
35659|1|8150467|||22.15
35660|1|1213530|||84.52
35661|1|1213531|||13.85
35662|1|1213545|||40.29
35663|1|1213524|||49.26
35664|1|1004856|||14.98
35665|1|1213381|||80.41
35666|1|1213502|||38.05
35667|1|1213515|||25.75
35668|0|1213517||2018-08-20 15:07:42|96.41
35669|1|1213493|||5.21
35670|1|1213504|||31.31
35671|1|1213435|||71.40
35672|1|1213490|||10.04
35673|1|1213509|||49.67
35674|1|1213520|||24.35
35675|0|1213527||2018-08-20 15:07:42|91.02
35676|1|1213522|||97.66
35677|1|1213532|||36.94
35678|1|1213516|||67.35
35679|1|43|||92.34
35680|1|57|||44.72
35681|1|41|||4.36
35682|1|44|||45.60
35683|1|58|||48.20
35684|1|1225401603|||27.30
35685|1|912253611|||28.62
35686|1|912253609|||64.02
35687|1|912253601|||15.99
35688|1|912253610|||42.10
35689|1|912253596|||48.89
35690|1|912253598|||58.74
35691|1|912283616|||52.11
35692|1|912253614|||63.76
35693|1|912253597|||38.30
35694|1|912253613|||92.29
35695|1|912253608|||84.34
35696|1|912253599|||98.38
35697|1|912253600|||99.32
35698|1|912253592|||14.15
35699|1|912253607|||30.21
35700|1|912253606|||27.64
35701|1|912253603|||83.19
35702|1|912283617|||93.11
35703|1|912253594|||73.99
35704|1|912283618|||62.44
35705|1|912283619|||59.01
35706|0|912253612||2018-08-20 15:07:42|53.29
35707|1|912253593|||40.37
35708|0|912253605||2018-08-20 15:07:42|50.43
35709|1|912253595|||82.74
35710|1|912253604|||70.40
35711|1|912283615|||27.64
35712|1|912253602|||6.32
35713|1|964871|||41.53
35714|1|964862|||9.73
35715|0|964865||2018-08-20 15:07:42|88.34
35716|1|12160047|||59.32
35717|0|603940||2018-08-20 15:07:42|73.89
35718|0|7210279||2018-08-20 15:07:42|12.74
35719|0|7210281||2018-08-20 15:07:42|70.18
35720|1|603901|||36.74
35721|0|603933||2018-08-20 15:07:42|90.82
35786|1|92073127|||63.74
36302|1|297940|||55.14
36391|1|0765337|||27.93
36411|1||||48.64
36413|1||||93.36
36416|1||||59.69
36417|1||||97.66
36418|1||||48.60
36419|1||||0.42
36420|1||||84.02
36421|0|||2018-08-20 15:07:42|43.14
36422|1||||63.86
36516|1|10808683|||98.84
36779|1|12391681|||23.08
36780|1|12391679|||13.80
36781|1|12391676|||19.13
36782|1|52940|||21.32
36841|1||||77.39
36932|1|3711624840630|||37.92
37009|1||||73.39
37232|1|612380348|||36.22
37356|1|23519|||26.58
37357|0|905489052||2018-08-20 15:07:42|25.29
37359|1|23449|||81.12
37421|1||||59.57
37422|1||||53.34
37423|0|||2018-08-20 15:07:42|40.12
37424|1||||32.36
37426|1||||68.60
37427|1||||30.96
37447|1||||63.17
37448|1||||97.00
37450|0|||2018-08-20 15:07:42|48.54
37459|1||||12.04
37460|1||||87.37
37461|1||||23.80
37462|1||||29.37
37463|1||||81.53
37464|1||||16.06
37466|1||||69.37
37467|1||||94.03
37556|1||||61.84
37557|1||||57.89
37558|1||||57.58
37559|1||||64.87
37560|1||||82.90
37561|1||||37.72
37562|0|||2018-08-20 15:07:42|94.83
37563|1||||99.91
37564|1||||55.19
37565|0|||2018-08-20 15:07:42|67.40
37566|1||||91.49
37567|1||||55.54
37568|1||||8.48
37569|1||||45.78
37570|1||||64.95
37654|1|0914818|||97.36
37814|1|0818383|||84.28
38130|1||||82.01
38132|1||||24.67
38201|1||||65.70
38202|1||||94.81
38203|1||||61.27
38204|1||||64.59
38205|0|||2018-08-20 15:07:42|27.60
38206|1||||86.47
38207|1||||97.10
38208|1||||13.30
38210|1||||71.73
38211|1||||70.58
38217|0|0914523||2018-08-20 15:07:42|39.40
38222|1|10502977|2343||17.44
38223|1|12839530|2305||28.07
38241|1||||9.46
38242|0|||2018-08-20 15:07:42|32.31
38243|0|||2018-08-20 15:07:42|58.55
38641|1|0818267|||18.80
38653|1|0818412|||70.48
38670|1|0818453|||41.16
38778|1|9883755|||28.90
38959|1||||72.23
38969|1|20580374|||86.27
38970|1|1220601743|||92.41
38971|1|1224808263|||16.74
38972|1|1225700093|||56.19
38974|1|07484|||83.75
38975|1|07482|||96.06
38976|1|02360|||76.10
38977|1|7249630|||12.81
39040|1||||69.96
39041|0|||2018-08-20 15:07:42|44.30
39042|1||||81.87
39043|1||||1.00
39044|1||||87.58
39045|1||||5.85
39046|1||||95.28
39047|1||||78.57
39048|1||||78.07
39049|1||||59.95
39050|1|31035|||90.33
39051|1|03033|||80.44
39053|1|03043|||15.20
39054|1|08028|||39.21
39055|1|03036|||16.45
39057|1|08030|||74.63
39058|1|03027|||96.95
39059|1|31020|||75.42
39060|1|12265451|||97.92
39061|1|12265458|||2.70
39062|1|12265511|||8.75
39063|1|12265509|||67.54
39064|1|00529|||95.24
39065|1|00641|||36.25
39066|1|00528|||95.70
39067|1|00640|||15.86
39068|1|312294716|||79.09
39069|1|312294680|||6.18
39071|1|312294754|||6.97
39072|1|312294764|||91.69
39079|1|45|||92.04
39080|1|42|||86.19
39081|1|46|||99.99
39082|1|696886|||36.49
39498|1|0682364|||98.52
39573|1|0769574|||37.39
39685|0|1201215938||2018-08-20 15:07:42|17.58
39686|1|1201215538|||9.74
39687|1|1201215738|||48.46
39688|1|1201215638|||45.51
39689|0|1201215638||2018-08-20 15:07:42|75.62
39690|1|1201216038|||29.67
39691|1|1201215238|||4.89
39692|1|1201215338|||7.29
39693|1|1201215838|||24.48
39694|1|1201215438|||75.83
39695|1||||11.00
39704|1|12403708|2360||47.96
39710|1|0818314|||71.79
39721|1|12835279|2349||47.95
39722|0|12835272|2349|2018-08-20 15:07:42|96.96
39724|1|12835277|2348||76.12
39725|1|12839706|2348||79.69
39828|1|9886675|2272||99.91
39829|1|2117|||51.97
39831|1|2122|||7.87
39832|1|2110|||74.23
40126|1|905478929|||93.13
40138|1|905165171|||11.89
40812|1||2648||16.82
40814|1||2648||30.05
40816|1||2648||38.58
40817|1||2648||37.77
40818|1||2648||91.49
40819|1||2648||17.99
40820|1||2648||21.33
40821|1||2648||85.86
40822|1||2648||6.91
40824|1||2648||28.72
40825|1||2648||26.98
40826|0||2648|2018-08-20 15:07:42|94.30
40827|1||2648||41.93
40916|1|0818401|||10.12
41558|1|14298|||14.08
41559|1|14219|||36.93
41560|1|1416|||98.92
41562|1|603941|||81.43
41563|0|603943||2018-08-20 15:07:42|1.57
41564|1|603942|||19.75
41565|1|86262|||7.58
41566|0|86142||2018-08-20 15:07:42|11.98
41567|1|86255|||65.48
41569|1|0682355|||20.15
41570|1|0682365|||19.31
41571|1|696885|||77.43
41748|1|8422334|2343||64.04
41776|1|8234729|2343||94.60
42029|0|8462934|2342|2018-08-20 15:07:42|24.03
42041|1||||31.40
42042|0|||2018-08-20 15:07:42|35.26
42043|1||||4.97
42045|1||||45.88
42046|1||||55.35
42047|1||||36.20
42048|1||||38.93
42049|1||||99.53
42050|0|||2018-08-20 15:07:42|74.63
42051|1||||17.99
42052|1||||24.91
42053|1||||13.79
42054|0|||2018-08-20 15:07:42|53.66
42055|1||||55.86
42056|1||||66.88
42057|1||||53.99
42058|1||||7.95
42063|1||||78.19
42064|1||||49.46
42065|1||||0.00
42066|1||||96.04
42067|1||||63.78
42114|1|8422603|||88.58
42121|1|9890098|2272||61.39
42125|1|12985534|2272||79.15
42128|1|9890290|||1.53
42129|0|9888175||2018-08-20 15:07:42|28.31
42149|1||||36.28
42150|1||||61.42
42251|2||||31.56
42252|0|||2018-08-20 15:07:42|9.10
42937|0|12311355|2343|2018-08-20 15:07:42|45.84
43023|1||||48.71
43024|1||||12.01
43025|1||||57.79
43415|1|6254|||0.69
43594|1|12528|2365||88.80
43598|1|25473|2365||80.61
43711|0|59713||2018-08-20 15:07:42|74.90
44965|1|1201360538|||81.10
44969|1|1201360638|||80.80
44977|1|1201360438|||5.17
45852|1|5447|||19.56
45853|1|0336|||37.61
45913|1|12363619|||66.89
45914|1|8026123916|||42.12
45915|1|8038123822|||17.36
45916|1|20116|||43.56
45917|1|20115|||43.98
45930|1|311595|||47.31
46513|1|1301616538|||41.67
46677|1|1301616638|||56.31
46678|1|1301617238|||58.46
46679|0|1301616438||2018-08-20 15:07:42|8.05
46680|1|1301617138|||43.69
46730|1|613030048|2361||68.81
46731|0|613030029|2361|2018-08-20 15:07:42|71.73
46732|1|613030031|2361||90.74
46753|1|1301617338|||31.75
46755|1|21110676|||57.98
46762|1||||9.48
46767|1|1301617238|||23.07
46768|0|1301616438||2018-08-20 15:07:42|25.06
46985|1|1301617638|||61.74
51464|1|120371571|||32.69
51465|1|1122151002|||55.01
51467|1|1301617838|||32.56
51469|1|1301617438|||41.27
51473|1|1301617738|||93.01
51474|1|1301617538|||67.65
51475|1|9871620|||31.99
51611|1|1225212|||10.05
51613|1|1225145|||60.72
51614|1|1225159|||24.20
51616|1|1225141|||49.79
51617|1|1225141|||36.44
51618|1|1225141|||37.87
51619|1|1225182|||82.03
51621|1|905489072|||67.05
51655|0|020613||2018-08-20 15:07:42|51.38
51656|1|020643|||94.69
51665|1|410044731|||10.18
51666|1|410044731|||2.07
51667|0|410044731||2018-08-20 15:07:42|17.90
51668|1|410044730|||92.07
51669|1|1225166|||81.26
51670|1|410044730|||44.75
51671|1|1225152|||43.94
51672|1|1225200|||78.03
51673|1|1225140|||31.95
51674|0|1225187||2018-08-20 15:07:42|43.33
51676|1|1225139|||45.36
51677|1|1225146|||71.02
51678|0|1225147||2018-08-20 15:07:42|11.30
51679|0|1225783||2018-08-20 15:07:42|68.79
51680|1|1225185|||90.57
51681|1|1225226|||68.05
51683|1|1225207|||60.90
51685|1|1225192|||7.37
51686|1|1225757|||83.47
51687|1|1225229|||40.45
51688|1|1225220|||96.07
51691|1|1225215|||56.50
51692|1|1225231|||66.45
51693|0|1225749||2018-08-20 15:07:42|5.09
51694|1|1225754|||82.21
51695|1|1225824|||24.68
51696|1|1225797|||49.92
51697|1|1225808|||84.19
51699|1|1225804|||25.52
51701|1|1225785|||60.55
51702|1|1225198|||0.20
51703|1|1225777|||91.32
51704|1|1225201|||22.11
51705|1|1225209|||61.60
51706|1|1225214|||42.17
51707|1|1225208|||6.66
51709|1|1225204|||34.76
51710|1|1225188|||37.99
51711|1|1225805|||58.60
51712|1|1225748|||29.39
51713|1|1225206|||91.34
51791|1||||31.68
52787|1|1213472|||92.56
53715|1|709620047|||20.06
53716|1|01012|||24.18
53717|1|00704|||16.49
53718|1|01328|||84.72
53719|1|60404|||70.82
53720|1|03271|||94.44
53721|1|02683|||29.30
53722|1|0456984|||2.06
53723|1|0343627|||66.48
53724|1|0344095|||70.59
53725|1|0457343|||7.87
53726|1|0567271|||39.69
53727|1|0567251|||24.18
53728|1|0567266|||55.22
53729|1|0567252|||35.63
53730|1|0567474|||2.45
53731|1|0457047|||24.65
53732|1|52763454|||79.32
53733|1|09366642|||18.90
53734|1|11480978|||97.85
53735|1|922089|||72.96
53736|1|9501021|||8.09
53737|1|7053238|||46.78
53738|1|538799|||97.06
53739|1|757059|||51.50
53740|1|8443318|||27.47
53741|1|690050153|||9.34
53742|1|4|||45.53
53743|1|12989468|||53.30
53744|1|12989441|||5.56
53745|1|12989615|||74.23
53746|0|12989221||2018-08-20 15:07:42|29.99
53747|1|13050129|||8.45
53748|1|13051582|||48.02
53749|0|13051420||2018-08-20 15:07:42|47.31
53750|1|13047163|||33.28
53751|1|13046974|||41.46
53752|1|13051250|||91.63
53753|1|13051347|||67.57
53754|1|13050456|||33.90
53755|1|13050499|||22.58
53756|1|13051508|||5.09
53757|1|13050494|||11.82
53758|1|13050946|||31.65
53759|1|13051303|||0.97
53760|1|13051191|||91.28
53761|1|13051178|||9.44
53762|1|13050975|||6.25
53763|1|13050682|||32.40
53764|1|13050971|||10.09
53765|1|13051133|||92.67
53766|1|13051266|||40.43
53767|1|13051019|||39.69
53768|1|13050692|||65.91
53769|1|12989582|||32.80
53770|1|12989583|||64.12
53771|1|12989351|||68.50
53772|1|12989403|||29.00
53773|1|12989790|||37.58
53774|1|12989378|||1.50
53775|0|13050051||2018-08-20 15:07:42|26.53
53776|1|13050140|||84.85
53777|0|13049933||2018-08-20 15:07:42|10.41
53778|1|13051745|||27.47
53779|1|13050065|||18.95
53780|1|13050127|||30.60
53781|1|13051568|||96.53
53782|1|13051360|||65.12
53783|1|13051015|||17.96
53784|1|13051385|||62.85
53785|1|13051750|||66.63
53786|1|13051691|||81.02
53787|1|13051662|||29.40
53788|1|13051712|||25.72
53789|1|13050877|||13.45
53790|1|13050766|||59.74
53791|1|13051888|||44.29
53792|1|13051885|||13.61
53793|1|13051289|||61.42
53794|1|13051363|||64.52
53795|1|13051345|||88.07
53796|1|13051297|||47.52
53797|1|13050581|||15.13
53798|1|13050538|||15.37
53799|1|13050506|||5.74
53800|1|13050479|||69.31
53801|1|13050048|||96.66
53802|1|13051293|||41.65
53803|1|13050220|||45.36
53804|1|13051171|||22.81
53805|1|13051264|||47.42
53806|1|13050895|||90.41
53807|1|13050979|||28.24
53808|1|13050497|||16.15
53809|1|13050600|||94.74
53810|1|13050723|||97.36
53811|1|13050654|||18.33
53812|1|13050641|||84.30
53813|1|13050630|||8.65
53814|0|13050540||2018-08-20 15:07:42|52.04
53815|1|13050596|||29.01
53816|1|13050698|||95.95
53817|1|13050644|||99.33
53818|1|13051010|||13.77
53819|1|13050988|||29.92
53820|1|13050962|||74.00
53821|1|13050021|||30.37
53822|1|13050725|||60.14
53823|0|13050960||2018-08-20 15:07:42|41.91
53824|1|13050755|||23.67
53825|1|13050756|||48.56
53826|1|13047499|||74.55
53827|1|13051663|||32.90
53828|0|13056663||2018-08-20 15:07:42|87.48
53829|1|13057197|||55.32
53830|1|12989978|||4.62
53831|1|13050887|||52.53
53832|1|9889446|||71.07
53833|1|9888973|||70.33
53834|1|9889607|||47.84
53835|1|9888949|||68.62
53836|1|9889545|||9.27
53837|0|9883151||2018-08-20 15:07:42|62.67
53838|1|9886852|||46.42
53839|1|9890779|||93.11
53840|1|9889938|||66.28
53841|1|9890057|||49.93
53842|1|9887254|||97.69
53843|1|9886898|||10.57
53844|1|9889797|||89.25
53845|1|12987485|||90.56
53846|1|9890767|||11.90
53847|1|12984729|||47.11
53848|1|9889059|||59.44
53849|1|9886925|||20.00
53850|0|9871482||2018-08-20 15:07:42|73.97
53851|1|9889666|||42.55
53852|1|9883787|||9.97
53853|0|9890609||2018-08-20 15:07:42|5.86
53854|1|9890118|||90.80
53855|1|9890447|||13.71
53856|1|9883424|||4.36
53857|0|9889995||2018-08-20 15:07:42|22.63
53858|1|9889663|||30.88
53859|1|9889738|||21.83
53860|1|9890737|||95.10
53861|1|9890175|||71.21
53862|1|9889459|||87.72
53863|1|9886491|||81.90
53864|1|12987703|||6.17
53865|1|12988185|||93.79
53866|1|12987761|||23.89
53867|1|12987494|||76.86
53868|1|12987542|||8.86
53869|1|12987525|||59.33
53870|1|12987476|||77.11
53871|1|12987524|||64.47
53872|1|9889556|||84.97
53873|1|9889079|||20.08
53874|1|12677757|||35.24
53875|1|9889707|||89.89
53876|0|9889910||2018-08-20 15:07:42|96.41
53877|1|9889231|||64.61
53878|1|9883212|||11.72
53879|1|9890781|||41.68
53880|1|9888917|||5.55
53881|1|9890106|||17.61
53882|1|9889202|||77.96
53883|1|9883755|||14.29
53884|1|9889159|||15.30
53885|1|9890418|||61.94
53886|1|9889219|||34.67
53887|0|9889366||2018-08-20 15:07:42|64.77
53888|1|9890579|||23.09
53889|1|9887032|||83.28
53890|1|9889225|||28.36
53891|1|9886188|||76.68
53892|1|9889278|||7.98
53893|1|9889555|||62.81
53894|0|9890005||2018-08-20 15:07:42|44.98
53895|1|9890764|||69.15
53896|1|9886648|||94.89
53897|1|9889700|||68.26
53898|1|9889743|||37.11
53899|1|9889396|||13.76
53900|1|9890022|||65.25
53901|1|9889391|||18.72
53902|1|9883835|||66.56
53903|1|9886789|||47.43
53904|1|9886544|||8.08
53905|0|9889275||2018-08-20 15:07:42|23.71
53906|1|9890311|||68.75
53907|1|9889823|||93.95
53908|1|9889567|||30.74
53909|1|9890217|||21.75
53910|1|9886485|||70.83
53911|1|9888396|||32.20
53912|1|9890638|||73.39
53913|1|9889322|||68.86
53914|1|9889182|||19.81
53915|1|9890647|||73.83
53916|0|9883538||2018-08-20 15:07:42|96.44
53917|1|9889552|||52.51
53918|1|9890524|||2.77
53919|1|9888936|||38.50
53920|1|9890604|||34.93
53921|1|9886883|||31.23
53922|1|9889908|||65.35
53923|1|9890585|||39.25
53924|1|9890726|||39.23
53925|1|9890446|||25.33
53926|1|9882778|||60.52
53927|1|9890225|||16.20
53928|1|9889421|||45.95
53929|1|9890283|||9.24
53930|1|9890500|||84.08
53931|1|9886664|||81.29
53932|1|9881839|||48.42
53933|1|9890180|||80.63
53934|1|9883238|||78.50
53935|1|9886661|||62.01
53936|1|9889003|||60.67
53937|0|9889963||2018-08-20 15:07:42|6.98
53938|1|9883411|||11.97
53939|1|9889478|||56.97
53940|1|9890371|||94.29
53941|1|9889267|||74.68
53942|1|9889376|||63.99
53943|1|9888785|||41.31
53944|1|9888333|||92.07
53945|1|9883882|||91.34
53946|1|9890636|||74.39
53947|0|9889905||2018-08-20 15:07:42|84.67
53948|1|9886638|||87.70
53949|1|9890721|||16.53
53950|1|9889533|||37.32
53951|1|9890751|||69.78
53952|1|9886834|||85.71
53953|0|9889836||2018-08-20 15:07:42|21.33
53954|1|9888092|||46.78
53955|1|9889216|||24.41
53956|0|9889211||2018-08-20 15:07:42|80.62
53957|1|9883707|||2.25
53958|1|9889753|||25.51
53959|1|9889640|||4.73
53960|1|9883805|||59.63
53961|1|9886873|||99.67
53962|1|9889502|||93.74
53963|0|9889333||2018-08-20 15:07:42|92.79
53964|1|9888823|||57.81
53965|1|9889028|||96.43
53966|1|9886675|||59.43
53967|1|9886708|||96.22
53968|1|9883416|||60.15
53969|1|9889747|||96.74
53970|1|9890051|||36.79
53971|1|9890505|||62.79
53972|1|9888952|||69.37
53973|1|9889057|||10.97
53974|1|9886995|||24.50
53975|1|9871097|||47.99
53976|1|9889404|||83.80
53977|1|9889859|||96.65
53978|1|9878380|||0.52
53979|1|9882961|||98.28
53980|1|9889137|||54.42
53981|1|9889594|||31.05
53982|1|9889606|||14.88
53983|1|9889013|||38.08
53984|1|9890763|||15.18
53985|1|9883227|||15.72
53986|1|9889163|||87.31
53987|1|9889110|||73.29
53988|1|9890766|||5.75
53989|1|9889481|||38.47
53990|1|12985179|||41.19
53991|1|9889175|||49.26
53992|1|9883518|||30.87
53993|1|9889087|||43.08
53994|1|9883599|||30.56
53995|0|9889796||2018-08-20 15:07:42|26.11
53996|1|9889274|||25.44
53997|1|9890573|||82.18
53998|1|9889814|||41.76
53999|1|9886551|||59.25
54000|1|9887024|||19.38
54001|1|9883692|||53.69
54002|1|9889591|||76.42
54003|1|9883167|||98.07
54004|1|9890482|||21.61
54005|1|9890445|||46.16
54006|0|9883638||2018-08-20 15:07:42|47.36
54007|0|9881101||2018-08-20 15:07:42|40.62
54008|1|9889483|||67.07
54009|1|9888786|||43.50
54010|1|9889272|||44.07
54011|1|9889379|||7.16
54012|1|9889646|||96.09
54013|1|9890350|||64.42
54014|1|9889965|||49.47
54015|0|9889657||2018-08-20 15:07:42|20.56
54016|1|9889593|||60.11
54017|1|9886435|||36.94
54018|1|9889382|||14.46
54019|1|9889585|||6.35
54020|1|9889824|||73.09
54021|0|9886318||2018-08-20 15:07:42|33.45
54022|1|9889779|||22.06
54023|1|9889281|||50.34
54024|1|9888197|||52.46
54025|1|9886967|||16.65
54026|1|9889901|||97.62
54027|1|9890230|||76.72
54028|1|649099|||19.02
54029|1|20700|||71.78
54030|1|32221|||46.90
54031|1|29030|||34.55
54032|1|20114|||49.83
54033|0|86304158||2018-08-20 15:07:42|25.50
54034|1|24761|||28.47
54035|1|86300156|||5.38
54036|1|51940|||3.15
54037|1|34735|||76.89
54038|1|86310977|||92.34
54039|1|649094|||70.15
54040|1|666560|||59.73
54041|1||||90.85
54042|1|756827|||41.12
54043|1|756545|||98.05
54044|1|756826|||49.42
54045|1|756823|||29.37
54046|1|649113|||95.68
54047|1|86321318|||45.24
54048|0|17517||2018-08-20 15:07:42|57.44
54049|1|54614|||21.08
54050|1|13772|||71.71
54051|1|10192|||76.53
54052|1|36767|||29.20
54053|1|86304974|||94.33
54054|0|86321314||2018-08-20 15:07:42|98.97
54055|1|86321341|||47.59
54056|1|86321414|||18.09
54057|1|12951|||24.40
54058|1|86305187|||39.77
54059|1|86301379|||10.88
54060|1|25668|||45.09
54061|1|33520|||70.07
54062|1|26572|||88.40
54063|1|52688|||32.97
54064|0|28264||2018-08-20 15:07:42|64.66
54065|1|25396|||99.94
54066|1|86320904|||58.08
54067|1|86321378|||36.31
54068|1|55696|||55.71
54069|1|56138|||34.06
54070|1|85004250008|||87.15
54071|1|57664|||3.21
54072|1|649067|||82.10
54073|1|649075|||51.04
54074|1|30508|||21.06
54075|0|86321344||2018-08-20 15:07:42|4.98
54076|1|33938|||91.55
54077|1|86321358|||36.15
54078|1|86300041|||51.82
54079|1|86315568|||44.10
54080|1|86309919|||47.35
54081|1|85309900|||70.86
54082|1|905468738|||21.64
54083|0|86321315||2018-08-20 15:07:42|22.39
54084|1|15348|||11.78
54085|1|86315340|||89.02
54086|1|86310366|||22.27
54087|1|86322512|||72.92
54088|1|18697|||25.52
54089|1|86321409|||50.28
54090|1|33581|||46.72
54091|1|86321405|||18.69
54092|1|23865|||52.14
54093|1|38958|||5.98
54094|1|28972|||75.10
54095|1|28702|||45.88
54096|1|10370|||81.89
54097|1|86321424|||57.99
54098|1|86322731|||1.05
54099|1|863016630|||4.65
54100|1|16989|||13.76
54101|1|31334|||35.92
54102|1|55569|||30.56
54103|1|86321284|||75.23
54104|1|86313339|||60.15
54105|1|38702|||42.90
54106|1|86310625|||9.71
54107|1|37036|||62.44
54108|1|88318137|||43.11
54109|1|86321265|||45.64
54110|1|86321407|||63.02
54111|1||||6.19
54112|1|86321391|||76.47
54113|1|12364128|||8.80
54114|1|12363535|||49.06
54115|1|12365729|||21.20
54116|1|12364726|||52.83
54117|1|12366353|||99.39
54118|1|12363588|||64.91
54119|1|81255|||3.58
54120|1|13206490|||79.69
54121|1|12364090|||11.30
54122|1|12363613|||56.19
54123|1|12364653|||67.29
54124|1|12366358|||33.73
54125|1|12366998|||85.63
54126|1|12364684|||14.22
54127|1|12366256|||98.32
54128|1|12364166|||27.50
54129|0|25911||2018-08-20 15:07:42|26.98
54130|1|0807211|||66.97
54131|0|0803825||2018-08-20 15:07:42|39.44
54132|1|0806358|||7.62
54133|1|90231|||41.18
54134|1||||95.50
54135|1|90228|||43.57
54136|1||||28.59
54137|1|1092|||44.91
54138|1|8081|||32.48
54139|1|8044|||58.49
54140|1|8005|||71.37
54141|1|1087|||22.50
54142|1||||24.39
54143|0|8071||2018-08-20 15:07:42|30.77
54144|1|5008960|||0.91
54145|1||||30.33
54146|1|04090542|||64.12
54147|1|184078|||42.07
54148|1||||81.78
54149|1|09303874|||74.31
54150|0|08874||2018-08-20 15:07:42|25.60
54151|1|08828|||15.31
54152|1|013955|||95.87
54153|0|044744956||2018-08-20 15:07:42|10.65
54154|1|0200949009|||57.05
54155|1|10511390|||53.95
54156|1|11020387|||31.61
54157|1|11020402|||45.49
54158|1|09330414|||14.51
54159|1|0321569055|||2.06
54160|1|0200949002|||38.55
54161|1|09250069|||33.70
54162|1|0003349034|||42.33
54163|1|04220008|||38.16
54164|1|10120367|||66.59
54165|1|7400001|||2.20
54166|0|04220004||2018-08-20 15:07:42|32.22
54167|1|04220001|||40.65
54168|1|71800585|||34.00
54169|0|07090093||2018-08-20 15:07:42|48.28
54170|1|0200809066|||17.46
54171|1|611440082|||87.87
54172|1|611460342|||93.36
54173|1|611460361|||88.26
54174|1|612480115|||84.09
54175|1|6017203|||80.46
54176|0|033142||2018-08-20 15:07:42|89.47
54177|1|033132|||56.89
54178|1|3995536|||5.44
54179|1|10194121100|||99.12
54180|1|00192520016|||28.57
54181|1|29599|||82.86
54182|1|12391681|||31.89
54183|1|24967|||35.49
54184|1|25973|||2.73
54185|1|25981|||90.85
54186|1|6192873|||92.39
54187|1|06419299|||59.19
54188|1|06452060|||38.89
54189|1|254|||5.47
54190|1|114705653|||89.36
54191|1|114705969|||8.82
54192|1|114705531|||66.34
54193|1|114704663|||57.55
54194|1|114705506|||93.68
54195|1|114705748|||19.82
54196|0|114705971||2018-08-20 15:07:42|22.06
54197|0|114704706||2018-08-20 15:07:42|18.05
54198|1|114705669|||71.36
54199|1|114705515|||27.06
54200|0|114705033||2018-08-20 15:07:42|37.96
54201|1|114705929|||10.10
54202|1|07807087|||98.55
54203|1|01818152|||5.17
54204|1|016435|||79.00
54205|1|1132055|||74.50
54206|1|1257407|||46.51
54207|1|1070431|||34.33
54208|1|1237475|||26.71
54209|0|1070411||2018-08-20 15:07:42|89.10
54210|1|1205819|||43.25
54211|0|1056436||2018-08-20 15:07:42|4.55
54212|1|1056442|||26.84
54213|1|1056433|||67.41
54214|1|0413569|||43.33
54215|1|1056857|||96.21
